8.803416996786038728e-01,5.479452054794520244e-01
7.960549960397693692e-01,6.849315069513778331e-01
1.027763671345180985e+00,4.722222222222222099e-01
9.122815132141113281e-01,5.000000000000000000e-01
9.212631649441189730e-01,5.555555555555555802e-01
7.696949905819363558e-01,6.527777777777777901e-01
7.604000303480360490e-01,6.111111111111111605e-01
8.453573915693495255e-01,5.694444444444444198e-01
7.589711878034803849e-01,5.972222222222222099e-01
8.236176106664869767e-01,5.000000000000000000e-01
8.495746256191072376e-01,5.691210045764163450e-01
