8.665971184430056873e-01,5.890410959924736733e-01,5.645161290322581182e-01,4.794520547945205213e-01
8.056451988546815546e-01,6.438356166424816784e-01,7.307692307692307265e-01,2.602739726027397116e-01
1.029706743028428795e+00,4.722222222222222099e-01,4.848484848484848619e-01,4.444444444444444198e-01
9.906788799497816544e-01,5.000000000000000000e-01,5.223880597014924909e-01,4.861111111111111049e-01
8.642345137066311800e-01,6.250000000000000000e-01,6.500000000000000222e-01,5.416666666666666297e-01
7.611061467064751396e-01,6.666666666666666297e-01,7.249999999999999778e-01,4.027777777777777901e-01
8.229555024041069755e-01,6.527777777777777901e-01,6.851851851851852304e-01,5.138888888888888395e-01
7.649585670895047151e-01,5.694444444444444198e-01,6.406250000000000000e-01,5.694444444444444198e-01
7.593828307257758370e-01,6.388888888888888395e-01,6.825396825396825573e-01,5.972222222222222099e-01
7.985305521223280412e-01,5.416666666666666297e-01,5.882352941176470784e-01,2.777777777777777901e-01
8.463796053030719913e-01,5.899543379301621648e-01,6.274107066193981286e-01,4.573059360730593603e-01
