8.762003771246296147e-01,5.479452054794520244e-01
7.781634779825602477e-01,6.575342466774052319e-01
1.041783452033996582e+00,4.444444444444444198e-01
8.977135684755113143e-01,5.000000000000000000e-01
8.913780318366156807e-01,5.833333333333333703e-01
8.031679656770494002e-01,6.527777777777777901e-01
7.800690995322333565e-01,6.250000000000000000e-01
9.112343390782674524e-01,5.972222222222222099e-01
7.436943451563516883e-01,6.388888888888888395e-01
8.962272802988687781e-01,5.694444444444444198e-01
8.619631937196083893e-01,5.816590563267969305e-01
