3.455847799777984619e-01,8.181818127632141113e-01,9.000000000000000222e-01,8.181818181818182323e-01
1.205903887748718262e+00,8.181818127632141113e-01,8.181818181818182323e-01,8.181818181818182323e-01
1.192690610885620117e+00,7.272727489471435547e-01,7.272727272727272929e-01,7.272727272727272929e-01
7.037118077278137207e-01,9.090909361839294434e-01,9.090909090909090606e-01,9.090909090909090606e-01
1.474435806274414062e+00,9.090909361839294434e-01,9.090909090909090606e-01,9.090909090909090606e-01
6.125609874725341797e-01,9.090909361839294434e-01,9.090909090909090606e-01,9.090909090909090606e-01
3.502607107162475586e+00,6.363636255264282227e-01,6.363636363636363535e-01,6.363636363636363535e-01
1.849703907966613770e+00,7.272727489471435547e-01,7.272727272727272929e-01,7.272727272727272929e-01
4.477222442626953125e+00,6.999999880790710449e-01,6.999999999999999556e-01,6.999999999999999556e-01
1.264052629470825195e+00,8.000000119209289551e-01,7.777777777777777901e-01,6.999999999999999556e-01
1.662847396731376604e+00,7.954545557498932107e-01,8.014141414141414677e-01,7.854545454545455163e-01
