8.909724460889215658e-01,5.479452054794520244e-01
5.078304003362786645e+00,6.849315069513778331e-01
9.849947200881111087e+00,3.888888888888888951e-01
9.846354060702853239e-01,5.000000000000000000e-01
9.027972221374511719e-01,5.833333333333333703e-01
8.338670465681288224e-01,6.527777777777777901e-01
8.540356357892354700e-01,6.250000000000000000e-01
8.966469367345174524e-01,5.694444444444444198e-01
8.206197950575087052e-01,6.388888888888888395e-01
8.128257724973890763e-01,5.694444444444444198e-01
2.192465146518733921e+00,5.760654490208608758e-01
