8.626832072048971067e-01,5.342465755465912736e-01
7.950080420872936982e-01,5.479452058877030129e-01
1.230908168686760895e+00,4.444444444444444198e-01
1.053916149669223312e+00,5.000000000000000000e-01
9.198580450481839144e-01,5.555555555555555802e-01
8.313420613606771203e-01,5.972222222222222099e-01
7.910685274336073380e-01,6.250000000000000000e-01
8.329911496904160995e-01,5.694444444444444198e-01
7.894632418950399133e-01,6.388888888888888395e-01
8.392050133811103096e-01,5.833333333333333703e-01
8.946443606457210596e-01,5.596080670323183570e-01
