4.046415984630584717e-01,9.090909361839294434e-01,9.090909090909090606e-01,9.090909090909090606e-01
8.923757076263427734e-01,7.272727489471435547e-01,7.272727272727272929e-01,7.272727272727272929e-01
1.264378666877746582e+00,8.181818127632141113e-01,8.181818181818182323e-01,8.181818181818182323e-01
1.330291271209716797e+00,7.272727489471435547e-01,7.272727272727272929e-01,7.272727272727272929e-01
1.551316022872924805e+00,8.181818127632141113e-01,8.181818181818182323e-01,8.181818181818182323e-01
5.709767341613769531e-01,8.181818127632141113e-01,8.181818181818182323e-01,8.181818181818182323e-01
2.821616172790527344e+00,7.272727489471435547e-01,7.272727272727272929e-01,7.272727272727272929e-01
2.000729084014892578e+00,7.272727489471435547e-01,7.272727272727272929e-01,7.272727272727272929e-01
3.443149089813232422e+00,6.999999880790710449e-01,6.999999999999999556e-01,6.999999999999999556e-01
1.502048254013061523e+00,8.000000119209289551e-01,7.777777777777777901e-01,6.999999999999999556e-01
1.578152260184288114e+00,7.772727370262145774e-01,7.750505050505051008e-01,7.672727272727273284e-01
