8.940199662561285621e-01,5.479452054794520244e-01
8.012598703985345239e-01,6.849315069513778331e-01
1.092932303746541267e+00,4.444444444444444198e-01
8.059047910902235046e+00,5.000000000000000000e-01
9.694674412409464148e-01,5.833333333333333703e-01
8.611502117580838167e-01,6.527777777777777901e-01
8.710137738121880302e-01,6.250000000000000000e-01
9.130572875340779992e-01,5.694444444444444198e-01
8.141517374250624162e-01,6.388888888888888395e-01
8.343688117133246651e-01,5.694444444444444198e-01
1.611046931478712141e+00,5.816210045764164116e-01
