8.311123415215374566e-01,5.342465754445284709e-01,6.170212765957446832e-01,3.972602739726027177e-01
6.932124226060631944e-01,6.849315069513778331e-01,6.857142857142857206e-01,6.575342465753424293e-01
9.869724909464517859e-01,4.861111111111111049e-01,5.686274509803921351e-01,4.027777777777777901e-01
8.282051086425781250e-01,5.138888888888888395e-01,5.833333333333333703e-01,4.861111111111111049e-01
9.567640092637803573e-01,5.833333333333333703e-01,6.557377049180327377e-01,5.555555555555555802e-01
7.811353206634521484e-01,6.388888888888888395e-01,7.234042553191489811e-01,4.722222222222222099e-01
7.705339988072713586e-01,5.972222222222222099e-01,6.363636363636363535e-01,4.861111111111111049e-01
8.788642883300781250e-01,6.527777777777777901e-01,6.500000000000000222e-01,5.416666666666666297e-01
7.722579770618014372e-01,6.388888888888888395e-01,6.785714285714286031e-01,5.277777777777777901e-01
7.413664261500040320e-01,5.694444444444444198e-01,6.600000000000000311e-01,4.583333333333333148e-01
8.240424383993018020e-01,5.899733637951461995e-01,6.458773371796002749e-01,4.985350076103500783e-01
