8.932626982257790837e-01,5.479452054794520244e-01
7.263800803929159056e-01,6.849315069513778331e-01
1.148267798953586105e+00,4.444444444444444198e-01
9.435244533750746232e-01,5.000000000000000000e-01
9.548173745473226282e-01,5.000000000000000000e-01
8.802909056345621375e-01,6.527777777777777901e-01
8.068654139836629602e-01,6.250000000000000000e-01
8.667992750803629187e-01,5.000000000000000000e-01
7.365941339068942106e-01,6.527777777777777901e-01
8.502831723954942245e-01,5.694444444444444198e-01
8.807085306495654464e-01,5.677321156875274610e-01
