9.464795409816585403e-01,5.479452054794520244e-01
7.437725067138671875e-01,6.986301382110543523e-01
1.206163525581359863e+00,4.583333333333333148e-01
8.700509071350097656e-01,6.250000000000000000e-01
9.091921183798048478e-01,5.972222222222222099e-01
7.973289423518710173e-01,5.972222222222222099e-01
7.451505131191678011e-01,6.388888888888888395e-01
8.509841097725762138e-01,5.972222222222222099e-01
7.369567818111844026e-01,6.944444444444444198e-01
8.132503430048624304e-01,5.416666666666666297e-01
8.619329288851360626e-01,5.996575343690506710e-01
