8.304732417407101330e-01,6.164383563685090772e-01
7.471392391479179107e-01,7.260274005262818964e-01
1.141394045617845299e+00,5.416666666666666297e-01
9.000346991750929337e-01,5.833333333333333703e-01
9.991631441646151579e-01,5.000000000000000000e-01
8.080871899922689172e-01,6.388888888888888395e-01
8.151653077867295760e-01,6.250000000000000000e-01
8.297018475002713167e-01,4.722222222222222099e-01
7.159334752294752580e-01,6.527777777777777901e-01
8.396047486199272880e-01,5.555555555555555802e-01
8.626696938974852680e-01,5.911910201339235504e-01
