8.844821681715038242e-01,5.479452054794520244e-01
7.670019897696089828e-01,6.849315069513778331e-01
1.142470041910807366e+00,4.444444444444444198e-01
9.901282522413465959e-01,5.000000000000000000e-01
9.106737905078463591e-01,5.833333333333333703e-01
8.519470294316610071e-01,6.388888888888888395e-01
8.139001528422037390e-01,6.250000000000000000e-01
8.245333300696479073e-01,5.694444444444444198e-01
8.139963944753011438e-01,6.388888888888888395e-01
8.426875140931870956e-01,5.694444444444444198e-01
8.841820663513113576e-01,5.802321156875274166e-01
