4.648067355155944824e-01,8.181818127632141113e-01,8.181818181818182323e-01,8.181818181818182323e-01
1.020295739173889160e+00,7.272727489471435547e-01,7.272727272727272929e-01,7.272727272727272929e-01
1.253524422645568848e+00,7.272727489471435547e-01,7.272727272727272929e-01,7.272727272727272929e-01
9.692811965942382812e-01,9.090909361839294434e-01,9.090909090909090606e-01,9.090909090909090606e-01
7.326406955718994141e+00,5.454545617103576660e-01,5.454545454545454142e-01,5.454545454545454142e-01
4.599669277667999268e-01,9.090909361839294434e-01,9.090909090909090606e-01,9.090909090909090606e-01
3.191056966781616211e+00,7.272727489471435547e-01,7.272727272727272929e-01,7.272727272727272929e-01
1.756811976432800293e+00,7.272727489471435547e-01,6.999999999999999556e-01,6.363636363636363535e-01
3.289180755615234375e+00,8.000000119209289551e-01,8.000000000000000444e-01,8.000000000000000444e-01
2.053384065628051758e+00,8.000000119209289551e-01,8.000000000000000444e-01,8.000000000000000444e-01
2.178471574187278659e+00,7.690909266471862571e-01,7.663636363636363580e-01,7.600000000000000089e-01
