8.472346981910809927e-01,6.027397262315227211e-01,6.111111111111111605e-01,4.520547945205479201e-01
7.223440327056466215e-01,6.712328779370817511e-01,7.049180327868852514e-01,5.890410958904109817e-01
1.125117699305216545e+00,5.138888888888888395e-01,5.238095238095238360e-01,4.583333333333333148e-01
8.845971690283881417e-01,5.555555555555555802e-01,5.522388059701492935e-01,5.138888888888888395e-01
8.575256268183389929e-01,5.833333333333333703e-01,6.610169491525423879e-01,5.416666666666666297e-01
7.653919657071431848e-01,6.666666666666666297e-01,6.981132075471697673e-01,5.138888888888888395e-01
7.250995371076796037e-01,7.222222222222222099e-01,6.999999999999999556e-01,5.833333333333333703e-01
7.622183958689371375e-01,6.388888888888888395e-01,6.909090909090909172e-01,5.277777777777777901e-01
7.293999327553642997e-01,5.972222222222222099e-01,6.229508196721311730e-01,5.277777777777777901e-01
7.920809057023789901e-01,5.833333333333333703e-01,6.808510638297872175e-01,4.444444444444444198e-01
8.211009963190173400e-01,6.135083715279716632e-01,6.445918604788390960e-01,5.152207001522070007e-01
