8.729182359290449389e-01,5.479452054794520244e-01
7.905924777462057795e-01,6.849315069513778331e-01
1.051710552639431473e+00,4.722222222222222099e-01
9.983073870340982703e-01,5.000000000000000000e-01
9.356850783030191687e-01,5.833333333333333703e-01
8.734850552346971053e-01,6.527777777777777901e-01
8.351229959064059294e-01,6.250000000000000000e-01
9.760597811804877511e-01,5.694444444444444198e-01
8.602575659751892090e-01,6.388888888888888395e-01
8.596992227766249162e-01,5.694444444444444198e-01
9.053838352725203098e-01,5.843987823541942905e-01
