8.418627291509549471e-01,5.753424658554874283e-01
7.289441219747883061e-01,6.849315069513778331e-01
1.059735794862111335e+00,5.000000000000000000e-01
1.095926880836486816e+00,5.000000000000000000e-01
8.933393160502115515e-01,6.111111111111111605e-01
7.823108633359273645e-01,7.083333333333333703e-01
7.900522152582803992e-01,6.527777777777777901e-01
8.193314472834268836e-01,5.694444444444444198e-01
7.942538393868340263e-01,5.972222222222222099e-01
8.155669503741793669e-01,5.555555555555555802e-01
8.621324158513201663e-01,5.954718417251310125e-01
