8.692753135341487747e-01,5.479452054794520244e-01
7.762094131887775639e-01,6.849315069513778331e-01
1.493214792675442215e+00,4.305555555555555802e-01
8.999229868253072473e-01,5.000000000000000000e-01
6.715873188442653685e+00,5.833333333333333703e-01
9.277679522832235071e-01,5.694444444444444198e-01
8.710285756323072892e-01,6.250000000000000000e-01
9.550401369730631140e-01,5.694444444444444198e-01
8.237648010253906250e-01,6.388888888888888395e-01
8.804191086027357560e-01,4.027777777777777901e-01
