2.424149604692851234e+00,5.342465755465912736e-01,5.342465753424657793e-01,5.342465753424657793e-01
1.429104333871031418e+00,7.397260282137622101e-01,7.500000000000000000e-01,7.397260273972602329e-01
3.766471227010091294e+00,5.138888888888888395e-01,5.138888888888888395e-01,5.138888888888888395e-01
2.133855438894695755e+00,6.527777777777777901e-01,6.527777777777777901e-01,6.527777777777777901e-01
3.884954346550835602e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01
2.084183812141418457e+00,6.111111111111111605e-01,6.197183098591548811e-01,6.111111111111111605e-01
1.671609613630506752e+00,6.944444444444444198e-01,7.042253521126760063e-01,6.944444444444444198e-01
2.575446552700466629e+00,7.361111111111111605e-01,7.361111111111111605e-01,7.361111111111111605e-01
2.882459746466742523e+00,6.388888888888888395e-01,6.388888888888888395e-01,6.388888888888888395e-01
2.036774741278754242e+00,6.805555555555555802e-01,6.901408450704225039e-01,6.805555555555555802e-01
2.488900941723739546e+00,6.301750381538131496e-01,6.339997749051384801e-01,6.301750380517503469e-01
