,Day,Divergence,Correlation,Eucl_Dist,Cosine_Sim
57,1,0.013984210752793602,0.9754219593185499,1.5868546875955059,0.09089389239162272
58,1,0.07925629848124804,0.9107432757055106,1.3830308781444434,0.19482070063909213
59,2,0.004650468751849796,0.9917564933378687,1.4923961855134544,0.05257698693749805
60,2,0.01035662575592974,0.98119054622797,0.6555921094868431,0.07941574442419008
61,2,0.03702373751411621,0.9486350829389402,1.433333951481488,0.14039747988512555
62,2,0.005174806002751383,0.9919902432569007,1.1354081300474461,0.051784364087427155
63,2,0.00613349429941573,0.9895290964265241,0.7477324325208299,0.05964123699413357
64,2,0.07715645988431463,0.9169802002218252,1.4144857759953504,0.19225006205806694
65,2,0.007811818020761722,0.9894830799599366,0.43311062478550993,0.061215634939872615
66,2,0.015831768440919953,0.9728993762104796,0.6857279766045056,0.09612177135188865
67,2,0.05811573940165104,0.9288934340309168,1.2361860982795516,0.17053918223137132
68,5,0.001594024175197814,0.9982162783571065,1.7885226705994626,0.024995365609583934
69,5,0.005442902696903073,0.9900121802269748,0.42606340008815147,0.05843871011454471
70,5,0.019777399959640538,0.9711498993638459,1.1985216724871237,0.1038956519438522
71,5,0.0033737581699572576,0.9965922746590405,1.0740257746336803,0.0338663489830135
72,5,0.004182183582042946,0.9959316948519961,1.1689188054960242,0.038917796278411756
73,5,0.013356898881242455,0.9798829989574342,1.046202078363893,0.08449110488369804
74,5,0.003989954457576833,0.995537738420678,1.0069575977632852,0.04081248918618988
75,5,0.005990553021862854,0.990199131318257,0.42221050955266154,0.05766086002136071
76,5,0.017143749954224775,0.9719042871393978,1.966922281171344,0.09818648078973453
77,6,0.0010373598897715965,0.9994632577881761,2.073235824047199,0.01476424468697015
78,6,0.0038734684753202707,0.9927447836229427,0.6274898422517388,0.04949399091795847
79,6,0.016549388841304257,0.9763445791901122,1.0482924857926845,0.09440432489312753
80,6,0.0029209760355757616,0.9975360471843014,1.3414449564601512,0.02908331152648135
81,6,0.002801503280321668,0.9967594054589386,1.0517960906087005,0.03379974866740596
82,6,0.019548924102077488,0.9731072018900506,1.1002823818187681,0.10044710814855264
83,6,0.0031006214904955934,0.9974215545874351,1.3484568429041024,0.03227688736471972
84,6,0.00590898514891482,0.9906761713732365,0.3994083475818376,0.05631207964849353
85,6,0.011692303940590457,0.9808663605114246,1.5424689023802503,0.08099682283311342
86,7,0.001391518001126787,0.9993228681539235,1.6862759402045884,0.017152587002890178
87,7,0.00286929994767874,0.9947773354117365,0.569128475348351,0.041941697968211476
88,7,0.011645907121559957,0.9833390492919855,1.434154593252731,0.07877070919072338
89,7,0.002092320278458324,0.9971354888550734,0.4571746793406552,0.031024009004292866
90,7,0.0027757532725675065,0.9987312801666244,0.7377217362883546,0.02601435155156854
91,7,0.00955835407962726,0.9865971024596547,0.9936599788497348,0.06936138718194917
92,7,0.003040000597816091,0.9978349728655206,1.4652576224890295,0.029599375469611708
93,7,0.004503081491231378,0.9938824891424468,0.33003846171939355,0.04605768661877019
94,7,0.009348125338470062,0.9850345942870538,1.4681306582667017,0.07170658280792486
95,8,0.001833821985690617,0.9985603579669544,1.372332962686785,0.024687847094299477
96,8,0.0021504109881707086,0.9963026079862087,0.9652573549014268,0.035290644660557514
97,8,0.007581257131029907,0.9892102294222269,1.337414353664789,0.06303913335370942
98,8,0.001959806097740595,0.9974284584915569,0.6891138967021959,0.029473114735693674
99,8,0.002802528094082204,0.9980353620704514,0.3309970685944027,0.02933554811694433
100,8,0.00987605986249127,0.9865414988644892,1.052952922367043,0.06969139622190093
101,8,0.002788244096880013,0.9985109782376275,1.4719589272375702,0.027697882178176078
102,8,0.005386947955947479,0.9935211745852641,0.3459247213949258,0.04835798295427933
103,8,0.00502021231315889,0.992573718756854,1.0953519537353162,0.050375826382310675
104,9,0.001659532613469964,0.9996635492213976,1.697396134788163,0.014642418825664819
105,9,0.0018501124361696066,0.9970143273374185,0.2947677761396385,0.03165379581252654
106,9,0.006700277607157117,0.9910571960869887,1.6250306968996437,0.05777433015460166
107,9,0.0032671747335424528,0.9981733862780781,1.0244989533757043,0.027140704658479554
108,9,0.0033987619333969,0.9990290729320469,0.619398462502775,0.02713331978169435
109,9,0.007944227076474382,0.990220974507518,1.4659037259504848,0.05975016086167874
110,9,0.003277535014817,0.9989708936023668,1.4124425221580232,0.026837879075660178
111,9,0.004124265822014431,0.9958049819073681,0.27937994265060956,0.03916260364689617
112,9,0.005302907452717886,0.9929020833439344,1.6545585486664982,0.04999262917137444
113,1,0.07614337992166947,0.9126446374408954,1.9553163629770889,0.1905723873307358
114,1,0.07651776078149918,0.9151742254241171,1.526075499135928,0.1913654422898205
115,1,0.12839466126680063,0.8753496903650425,1.7079231309198712,0.24091894369026012
116,1,0.229999623251946,0.8434281902990549,2.154424655723608,0.3087947568595625
117,1,0.23447055220829752,0.8425336701850604,2.29900016702818,0.3145492724490332
118,1,0.33364077379949975,0.8287401566549144,2.4560727272311276,0.35222778199419286
119,1,0.1623009835513627,0.8769782346716775,3.5910245752231154,0.25923823800504225
120,1,0.14044386620312188,0.8797420505541607,2.9656668609371173,0.24506369032152184
121,1,0.1629103506544813,0.86101594273479,1.9754498734116706,0.26688002555463486
122,2,0.09363423375531311,0.9133084603890674,1.5015673819749138,0.21166236980901124
123,2,0.020593449932238956,0.9666739326785327,1.2264866223498276,0.10624727083567677
124,2,0.08038032496484365,0.9069300005973358,1.3884982522774967,0.19661292265684513
125,2,0.16101981109079017,0.8684463004721177,1.8912533780469662,0.26583098654164017
126,2,0.12702977655950026,0.8841237115797664,1.7432122188893586,0.23890994350480804
127,2,0.08299508702284766,0.9168004242922196,2.9411579579985676,0.19362984906552122
128,2,0.15333375349124312,0.8804340903796526,2.1833102406462443,0.2543947168442655
129,2,0.13044599115594355,0.8799588754096552,1.9298037850650924,0.2424060165481502
130,2,0.08876959807953061,0.9095135518532677,2.3607214396964,0.20135085774815323
131,3,0.06406914364800244,0.9357879766513039,1.264890612337589,0.17895090528640317
132,3,0.008475205827699527,0.9863982626938171,0.7029392124295518,0.06950417676610496
133,3,0.04950006796085765,0.9344126372325965,1.124253960363314,0.15878822699126532
134,3,0.1193694047351689,0.8979461371036618,2.210537084959574,0.23735031263445242
135,3,0.1185842940689955,0.8913192116556012,1.7124394569042505,0.23232020323857439
136,3,0.05958813418711839,0.938989721807821,2.324608813366188,0.16378157482655795
137,3,0.10745233136486158,0.895294022523051,1.602355801451302,0.22173306111245017
138,3,0.0669553631223879,0.925396458217028,2.0311593734157483,0.17777798082023033
139,3,0.12426157653576576,0.9015902485397085,1.7452124495420724,0.23381812578253736
140,4,0.04373601644613159,0.9543066741793308,1.1993845809496857,0.1500767185772019
141,4,0.005124648811483945,0.9911631029039474,0.81866784115036,0.054397299448392576
142,4,0.017647540901929368,0.97184485948801,0.7596349059012987,0.09928771242031649
143,4,0.08174886866316873,0.9289218222989976,1.4101411678306843,0.19520164690402203
144,4,0.04375161955080226,0.9455825683179827,1.2228357879952305,0.14859381256837
145,4,0.07905973363166639,0.917330685328292,1.4889598861237376,0.1947118312332555
146,4,0.05192813610975117,0.9455297728096669,1.8254677452687156,0.15346721579494635
147,4,0.040831926704208765,0.9483683872039997,1.8209198138833642,0.14222357997979732
148,4,0.06952062593635583,0.9215047265645882,1.5011041187659202,0.18341157991804993
149,5,0.03560440503957153,0.9746439887844172,1.409750339792946,0.11842063387797767
150,5,0.009106691029267006,0.9943528943613411,2.781041725586855,0.045380841383446675
151,5,0.013263595543453324,0.9798075890600434,1.1057898517588711,0.08305107074500966
152,5,0.05712960173821362,0.9583608821599886,1.4420073613936746,0.15202527435706373
153,5,0.026910399867828175,0.9655741508325628,1.0046756706125723,0.11474577172382172
154,5,0.04532994576344494,0.9458763441393839,2.04914704704197,0.15012524746277525
155,5,0.05862801596692904,0.9535630452047559,3.1496559039086978,0.14944160267054502
156,5,0.04059275841643295,0.9588693749609087,2.8934313283867312,0.12996048447648165
157,5,0.03888179538824249,0.9482944397154829,1.9020772419592298,0.14046605681273389
158,6,0.02511299789852034,0.983036176089283,1.5964927594280167,0.09565903628640832
159,6,0.007983793613126617,0.9965821318120773,2.82705228975073,0.036787933746972395
160,6,0.007250733277604737,0.9890953850530614,1.1051719351203824,0.060434593677669825
161,6,0.04298051928797009,0.9741753672419602,1.2085502217903559,0.12331001720018595
162,6,0.011165880991279116,0.987911893714463,0.47588929891936393,0.06687792640710037
163,6,0.023785952567524356,0.9692847121885129,2.0455943454796666,0.10962560714268144
164,6,0.049373330749778656,0.9621440744320073,2.7685716357965853,0.13421029895181535
165,6,0.02465896019010836,0.9789045299006305,2.6867542356553606,0.09257904934493941
166,6,0.026051035239081994,0.9650503126706041,1.450274913732397,0.1137301851848365
167,7,0.013045952325486755,0.9875330696460073,0.837012389734753,0.07878734150429413
168,7,0.00981557599605385,0.9881426565014034,1.7485864379767777,0.07275028138526736
169,7,0.008052312149327827,0.9928074059047877,0.47607130305611634,0.05664744133525531
170,7,0.01877720312788394,0.9896605415042142,0.6240856513963645,0.07837589492084483
171,7,0.009353580478372241,0.9925417543412673,0.7214338049196548,0.057325629288011555
172,7,0.013843111348994745,0.9826990090123182,1.2471931631969975,0.08342829696983468
173,7,0.03000077233374516,0.9691709834005101,1.4653625379668427,0.11243245582668304
174,7,0.009794851932689579,0.9917079365092959,1.3405631946295444,0.057615931763978646
175,7,0.013922781905691399,0.9801397777075639,1.495095847628915,0.08554073314940257
